i,Pref[i],Char[i],Used[i]
13671,57,41,1
13672,697,80,1
13673,12151,99,1
13674,1161,115,2
13675,13374,110,1
13676,4596,111,1
13677,2764,100,1
13678,7588,32,2
13679,3506,107,1
13680,13493,32,1
13681,13538,99,1
13682,1161,119,1
13683,6527,97,1
13684,5412,97,1
13685,13423,110,4
13686,11360,102,1
13687,453,100,1
13688,888,109,1
13689,824,32,2
13690,13242,114,1
13691,1129,10,1
13692,1479,111,1
13693,13585,99,1
13694,5562,101,2
13695,2699,97,1
13696,1033,114,1
13697,3713,117,3
13698,13282,101,1
13699,3577,121,2
13700,5033,117,1
13701,4687,98,1
13702,7364,103,1
13703,334,115,1
13704,12853,116,1
13705,13635,117,1
13706,11499,32,3
13707,851,99,1
13708,13694,110,1
13709,4915,13,1
13710,692,110,1
13711,2044,101,3
13712,104,58,1
13713,690,73,1
13714,2302,103,1
13715,7401,110,1
13716,4581,108,1
13717,1274,101,4
13718,1121,112,1
13719,3046,99,1
13720,4520,101,2
13721,1067,97,2
13722,4108,101,1
13723,5605,116,1
13724,299,115,1
13725,3912,107,1
13726,1934,111,1
13727,4821,116,1
13728,2412,97,1
13729,11423,104,1
13730,3652,103,1
13731,4672,104,1
13732,12237,101,1
13733,2708,13,1
13734,2011,114,1
13735,2178,111,1
13736,3742,105,1
13737,3348,101,1
13738,12261,114,1
13739,681,98,1
13740,656,99,1
13741,2032,111,1
13742,7220,111,1
13743,7326,97,1
13744,5138,101,1
13745,8235,97,1
13746,1730,115,1
13747,12288,32,1
13748,1177,32,1
13749,6695,32,1
13750,5671,46,1
13751,1397,55,1
13752,58,41,1
13753,10045,112,1
13754,4937,100,1
13755,1116,114,1
13756,13697,108,2
13757,13717,100,1
13758,3426,111,1
13759,7326,111,1
13760,7495,108,1
13761,13370,100,1
13762,13678,115,1
13763,3968,102,1
13764,1750,99,1
13765,13674,111,1
13766,5655,116,2
13767,6612,97,1
13768,11806,32,1
13769,11851,13,1
13770,799,49,1
13771,12696,105,1
13772,11890,105,1
13773,729,102,2
13774,4844,101,1
13775,11956,32,1
13776,6059,108,1
13777,6831,111,1
13778,7666,114,1
13779,968,46,2
13780,9134,115,1
13781,708,114,1
13782,1039,100,1
13783,7459,116,1
13784,8012,44,1
13785,6442,100,1
13786,1898,114,1
13787,2178,116,1
13788,1805,32,1
13789,749,115,1
13790,1770,110,1
13791,711,105,1
13792,12830,32,1
13793,13081,32,1
13794,3471,117,2
13795,5466,98,1
13796,1959,100,1
13797,1131,101,1
13798,1121,97,2
13799,11435,111,2
13800,4914,32,1
13801,1341,112,1
13802,4072,105,1
13803,108,98,2
13804,1644,44,1
13805,6218,114,1
13806,317,102,1
13807,2564,97,1
13808,3260,121,2
13809,1087,110,1
13810,3430,32,1
13811,749,111,1
13812,1005,104,1
13813,2072,114,1
13814,7321,32,1
13815,5357,108,1
13816,7453,101,1
13817,7490,32,1
13818,1111,121,1
13819,12521,32,1
13820,2429,105,1
13821,4793,44,1
13822,2273,108,1
13823,3487,32,1
13824,2421,102,1
13825,1853,99,1
13826,3238,118,2
13827,4892,101,1
13828,732,32,1
13829,749,98,1
13830,13656,99,1
13831,13644,111,1
13832,7138,46,1
13833,6544,111,1
13834,13227,41,1
13835,6547,67,1
13836,13560,116,1
13837,4149,58,1
13838,690,114,1
13839,13664,101,1
13840,2132,111,1
13841,993,104,1
13842,13602,115,1
13843,5105,111,1
13844,6540,115,3
13845,1696,114,1
13846,13756,101,1
13847,13721,114,1
13848,4145,114,1
13849,13779,32,1
13850,13568,108,1
13851,13413,111,1
13852,8532,32,1
13853,13581,115,1
13854,5447,119,1
13855,269,114,1
13856,11539,121,1
13857,11501,114,1
13858,13549,115,1
13859,4786,10,1
13860,12551,111,1
13861,13122,97,2
13862,5786,100,2
13863,12554,109,1
13864,6677,104,2
13865,12556,112,1
13866,7788,32,2
13867,11185,40,2
13868,8452,53,1
13869,5799,45,2
13870,8454,13,1
13871,748,13,1
13872,5177,114,3
13873,12567,107,2
13874,8927,32,1
13875,8460,117,1
13876,13140,13,1
13877,3672,32,2
13878,12573,104,2
13879,11199,121,2
13880,8934,10,3
13881,13145,40,2
13882,12578,111,2
13883,6947,108,1
13884,12580,32,2
13885,11920,97,1
13886,8472,13,1
13887,262,46,3
13888,8474,97,1
13889,12586,70,3
13890,6957,101,1
13891,8947,41,1
13892,5834,32,3
13893,12608,101,7
13894,11215,110,1
13895,5215,41,2
13896,13161,13,2
13897,5218,72,1
13898,8968,97,2
13899,11221,116,2
13900,12597,109,1
13901,11223,32,2
13902,13893,32,6
13903,8960,103,1
13904,13171,98,2
13905,8962,109,2
13906,12603,46,2
13907,8964,105,3
13908,3748,101,2
13909,11231,10,1
13910,5240,46,2
13911,11233,45,2
13912,12610,13,1
13913,8503,32,1
13914,3764,99,2
13915,13183,101,2
13916,11238,78,2
13917,13185,10,1
13918,11241,32,2
13919,8978,105,1
13920,11243,109,3
13921,7858,46,1
13922,12620,32,1
13923,5877,115,1
13924,7863,46,1
13925,7004,110,3
13926,12625,114,2
13927,8520,105,3
13928,3794,73,2
13929,13197,65,1
13930,4315,77,4
13931,13199,101,2
13932,11257,13,3
13933,5891,32,2
13934,12633,101,1
13935,5285,97,3
13936,12635,119,1
13937,13206,51,2
13938,5898,97,3
13939,12639,32,1
13940,7024,52,2
13941,11269,84,1
13942,7028,32,3
13943,12644,71,1
13944,13216,10,2
13945,3838,46,3
13946,11275,101,1
13947,12648,121,1
13948,8547,101,4
13949,12651,46,1
13950,7898,77,2
13951,3851,110,2
13952,11281,45,1
13953,13224,111,1
13954,5925,66,1
13955,13226,114,2
13956,12414,78,2
13957,12659,13,1
13958,9024,99,1
13959,5933,61,1
13960,7057,41,1
13961,5936,49,1
13962,5897,13,1
13963,12839,32,1
13964,7818,109,1
13965,4389,32,1
13966,5291,45,1
13967,4365,104,1
13968,996,110,1
13969,13210,13,1
13970,10240,32,1
13971,9845,76,2
13972,876,80,1
13973,9400,80,1
13974,9402,69,2
13975,9501,72,1
13976,751,32,1
13977,10380,78,2
13978,10424,32,2
13979,6172,76,1
13980,11003,86,2
13981,9419,73,1
13982,9127,71,1
13983,10945,86,1
13984,6551,78,1
13985,10707,32,1
13986,441,72,1
13987,751,78,3
13988,9319,32,6
13989,9479,77,2
13990,9440,65,1
13991,11156,32,2
13992,649,53,1
13993,4139,67,1
13994,7919,78,2
13995,11979,32,1
13996,10304,82,1
13997,10490,10,1
13998,11008,32,2
13999,9942,76,2
14000,859,44,1
14001,6191,82,1
14002,1450,69,1
14003,10363,69,4
14004,9870,65,1
14005,2451,68,1
14006,8644,77,1
14007,10169,32,1
14008,10285,32,1
14009,10262,70,1
14010,10284,89,1
14011,9308,46,2
14012,1301,13,4
14013,2512,32,1
14014,13977,39,1
14015,1016,32,2
14016,300,78,1
14017,10138,66,1
14018,10543,84,1
14019,9426,69,3
14020,777,82,1
14021,9331,84,1
14022,10267,70,3
14023,10373,32,2
14024,668,67,1
14025,10051,85,1
14026,10254,84,2
14027,10680,66,1
14028,9416,32,1
14029,9355,69,1
14030,9974,32,1
14031,278,46,1
14032,49,89,1
14033,11175,67,1
14034,9867,32,1
14035,1413,89,2
14036,10957,86,1
14037,6669,13,1
14038,9339,77,1
14039,9113,85,1
14040,10144,68,1
14041,10306,72,1
14042,10064,65,1
14043,10492,45,1
14044,4365,72,1
14045,13987,69,2
14046,9181,87,1
14047,10503,83,2
14048,6167,69,1
14049,10243,80,1
14050,9402,65,1
14051,9117,83,1
14052,2469,83,2
14053,10029,82,2
14054,2077,85,2
14055,12140,73,1
14056,9898,72,1
14057,9496,66,4
14058,10724,72,1
14059,6667,76,3
14060,79,70,1
14061,9139,79,2
14062,9138,13,2
14063,9826,69,4
14064,10173,72,1
14065,14045,46,1
14066,10605,32,1
14067,396,72,2
14068,776,73,1
14069,1447,68,1
14070,10938,76,1
14071,9253,87,1
14072,10366,83,1
14073,3924,78,1
14074,9315,65,2
14075,13991,65,1
14076,8255,84,1
14077,3998,67,1
14078,9240,66,1
14079,7242,32,1
14080,8969,56,1
14081,3760,83,1
14082,11057,32,5
14083,778,79,5
14084,9266,45,1
14085,586,85,2
14086,9360,69,1
14087,9610,44,1
14088,1283,83,1
14089,9289,80,2
14090,9533,45,1
14091,586,76,1
14092,9247,66,1
14093,6165,83,2
14094,6167,82,2
14095,9997,44,1
14096,7178,83,1
14097,9797,45,1
14098,6796,65,1
14099,3939,83,1
14100,14082,80,1
14101,9643,65,1
14102,10019,76,2
14103,6714,83,3
14104,14082,69,1
14105,9866,46,1
14106,677,46,2
14107,3394,40,1
14108,1788,88,1
14109,11081,69,1
14110,72,80,4
14111,83,84,1
14112,1419,68,2
14113,8644,78,1
14114,8057,77,1
14115,9152,69,1
14116,72,41,4
14117,44,84,1
14118,9218,13,1
14119,5782,69,1
14120,10266,82,1
14121,2077,89,1
14122,10387,72,2
14123,10472,32,2
14124,441,76,1
14125,6090,73,4
14126,12297,78,1
14127,12070,79,1
14128,10210,32,1
14129,10583,72,4
14130,14057,79,2
14131,10356,79,2
14132,9817,72,1
14133,14059,70,2
14134,14061,70,1
14135,14023,80,1
14136,10609,79,1
14137,9317,44,1
14138,833,85,1
14139,10221,69,1
14140,777,13,3
14141,10517,79,2
14142,10730,76,1
14143,6185,87,1
14144,9110,78,1
14145,9839,68,1
14146,406,86,1
14147,6551,67,1
14148,7919,46,1
14149,14012,10,3
14150,10390,73,1
14151,7959,83,2
14152,9193,89,1
14153,9322,77,1
14154,80,85,3
14155,9478,66,2
14156,9461,79,1
14157,7080,79,1
14158,9449,32,2
14159,9194,72,1
14160,11018,32,2
14161,10216,32,2
14162,9194,67,3
14163,10051,73,1
14164,9127,82,1
14165,9925,85,1
14166,9852,32,1
14167,396,76,1
14168,6185,84,2
14169,10218,84,1
14170,10734,67,1
14171,9346,66,1
14172,10158,13,1
14173,11602,78,1
14174,13988,87,1
14175,10503,77,2
14176,9398,84,1
14177,10950,79,1
14178,9114,86,1
14179,10364,84,1
14180,10334,65,1
14181,9109,69,1
14182,385,80,1
14183,9484,83,1
14184,14052,85,1
14185,759,72,1
14186,1412,65,1
14187,9203,65,2
14188,12439,76,1
14189,9247,45,1
14190,14085,83,1
14191,14094,46,1
14192,10779,78,3
14193,81,44,3
14194,4782,65,1
14195,7083,69,1
14196,14140,10,2
14197,13998,54,1
14198,12007,73,1
14199,762,67,2
14200,9823,83,1
14201,9180,67,1
14202,11518,32,1
14203,14129,69,3
14204,777,83,4
14205,10168,69,1
14206,9906,89,1
14207,12095,69,1
14208,12100,32,1
14209,6172,78,1
14210,14074,66,1
14211,11604,77,1
14212,10969,65,4
14213,3925,84,2
14214,9851,66,2
14215,10936,71,1
14216,10932,72,1
14217,10743,83,1
14218,14053,79,1
14219,10305,83,1
14220,2469,13,2
14221,14063,32,2
14222,9325,82,1
14223,10030,32,1
14224,9194,82,2
14225,857,67,2
14226,7175,69,1
14227,14003,82,3
14228,3243,32,1
14229,9219,84,1
14230,9451,77,1
14231,14154,83,1
14232,9193,66,1
14233,10158,65,1
14234,9208,76,1
14235,10384,83,1
14236,9193,49,1
14237,414,73,1
14238,14199,72,1
14239,10013,32,1
14240,9549,65,1
14241,10833,69,3
14242,1602,69,1
14243,10561,13,1
14244,14063,78,1
14245,14193,32,2
14246,10504,76,1
14247,9454,69,2
14248,3598,65,2
14249,3818,69,1
14250,6173,67,2
14251,11076,79,2
14252,9364,83,2
14253,12087,69,2
14254,9294,77,1
14255,14212,76,3
14256,9076,78,1
14257,12142,32,1
14258,10216,69,2
14259,14204,73,1
14260,9422,32,2
14261,14203,32,2
14262,9104,66,1
14263,10404,79,1
14264,755,83,3
14265,9180,65,2
14266,3925,13,1
14267,10047,84,1
14268,10967,73,1
14269,9422,46,1
14270,14192,32,2
14271,9540,76,1
14272,9253,84,1
14273,10007,85,1
14274,88,66,2
14275,10158,87,1
14276,10765,72,2
14277,9827,65,1
14278,14241,32,2
14279,6713,65,1
14280,7926,72,1
14281,75,45,1
14282,4365,79,1
14283,11595,82,1
14284,1450,85,1
14285,9135,68,2
14286,12141,32,1
14287,14083,67,1
14288,9366,10,1
14289,13,66,1
14290,14093,84,1
14291,9143,83,1
14292,10208,78,1
14293,10921,73,1
14294,9111,84,1
14295,10498,69,1
14296,11105,87,1
14297,14047,84,1
14298,6866,79,1
14299,9114,71,1
14300,6175,69,1
14301,14110,79,2
14302,11637,89,1
14303,10387,79,1
14304,14264,69,2
14305,2229,73,1
14306,1604,46,2
14307,1344,78,1
14308,13988,84,2
14309,9999,71,1
14310,6175,73,1
14311,1101,13,1
14312,14141,82,1
14313,85,71,1
14314,74,79,3
14315,9829,84,1
14316,9218,77,1
14317,11123,73,1
14318,9168,44,1
14319,9415,69,1
14320,10690,79,1
14321,10190,83,1
14322,9222,76,2
14323,14247,82,1
14324,9988,32,1
14325,14224,79,1
14326,12107,80,1
14327,6299,73,2
14328,10508,32,1
14329,10354,83,1
14330,14253,84,1
14331,1419,77,1
14332,14255,32,1
14333,7081,13,1
14334,14221,84,1
14335,14214,69,1
14336,9305,32,2
14337,10426,73,1
14338,9111,65,1
14339,10022,77,1
14340,8254,76,1
14341,9253,72,1
14342,751,76,1
14343,9342,73,1
14344,9127,73,1
14345,10831,85,1
14346,14155,73,1
14347,9934,32,1
14348,11612,79,1
14349,6186,71,2
14350,7246,32,1
14351,7081,70,1
14352,7958,84,1
14353,9782,80,1
14354,14327,67,1
14355,14251,70,1
14356,73,13,1
14357,13579,32,5
14358,3138,68,1
14359,406,77,1
14360,9113,76,1
14361,10024,84,1
14362,10732,85,1
14363,10221,82,1
14364,14054,71,1
14365,7246,46,1
14366,14270,80,1
14367,9175,84,3
14368,14019,32,2
14369,441,69,1
14370,14250,69,1
14371,10471,79,1
14372,14349,72,1
14373,1412,66,1
14374,9967,79,1
14375,10190,70,1
14376,7958,76,3
14377,11169,78,2
14378,9839,73,1
14379,14306,32,1
14380,1427,83,1
14381,14265,76,1
14382,876,84,2
14383,9408,69,1
14384,6168,71,1
14385,10525,32,1
14386,14261,70,1
14387,758,83,1
14388,9296,87,1
14389,14276,69,1
14390,14204,65,1
14391,14278,69,1
14392,14301,88,1
14393,91,89,2
14394,10493,83,1
14395,9180,68,1
14396,10306,79,1
14397,14304,65,1
14398,14213,72,1
14399,10496,80,1
14400,10406,79,1
14401,9179,73,1
14402,1604,69,2
14403,14196,69,1
14404,11105,79,1
14405,9407,85,1
14406,14274,69,1
14407,72,46,1
14408,14149,84,1
14409,1424,78,2
14410,14245,87,1
14411,10351,32,1
14412,13989,80,1
14413,13974,84,1
14414,6091,44,1
14415,833,83,2
14416,10612,86,1
14417,9419,84,1
14418,10007,72,1
14419,14160,85,1
14420,10236,73,1
14421,10823,32,5
14422,14162,79,1
14423,10699,78,1
14424,12086,76,1
14425,14168,32,1
14426,10477,32,1
14427,9334,80,1
14428,9178,88,1
14429,14393,13,1
14430,5938,78,1
14431,9368,71,1
14432,14314,73,1
14433,10830,78,1
14434,9169,73,2
14435,14151,84,1
14436,10218,78,1
14437,9319,88,1
14438,91,84,1
14439,10520,78,1
14440,9839,89,1
14441,9322,75,1
14442,10961,87,1
14443,90,44,1
14444,10694,85,1
14445,88,39,1
14446,42,86,1
14447,9419,71,2
14448,14314,84,1
14449,14112,73,1
14450,9487,69,1
14451,7929,44,1
14452,11058,73,1
14453,9123,69,1
14454,7920,83,1
14455,14082,65,2
14456,9189,13,1
14457,260,81,1
14458,3933,65,1
14459,9523,69,1
14460,9610,32,1
14461,10513,76,1
14462,14377,71,1
14463,9202,76,1
14464,9253,65,1
14465,766,79,1
14466,12107,89,1
14467,14011,13,1
14468,2426,10,6
14469,1398,13,1
14470,8578,42,1
14471,6665,42,2
14472,45,87,1
14473,10551,78,1
14474,10990,71,1
14475,74,42,1
14476,14471,13,1
14477,11974,61,1
14478,12428,13,1
14479,14468,32,2
14480,1884,85,1
14481,9160,85,1
14482,12140,69,1
14483,14248,68,1
14484,10332,76,1
14485,12445,32,1
14486,396,85,1
14487,9483,69,1
14488,1449,86,1
14489,6551,83,1
14490,10009,78,2
14491,9544,32,1
14492,682,72,1
14493,75,97,2
14494,355,72,1
14495,14493,32,1
14496,2233,41,1
14497,10431,68,1
14498,12552,97,2
14499,13862,32,1
14500,13124,109,1
14501,13864,101,1
14502,13126,112,2
14503,13866,66,1
14504,8450,83,1
14505,5795,56,1
14506,13130,45,1
14507,12563,54,1
14508,7795,13,1
14509,13872,101,2
14510,13136,110,2
14511,8926,101,2
14512,7800,99,2
14513,11195,110,1
14514,12571,13,1
14515,13877,84,1
14516,13142,104,2
14517,13879,32,1
14518,4221,13,2
14519,8935,65,1
14520,7811,112,4
14521,8938,111,1
14522,11205,110,1
14523,6951,104,2
14524,5201,13,3
14525,11208,72,2
14526,5204,97,2
14527,13889,111,2
14528,12588,41,1
14529,13892,32,2
14530,13158,97,3
14531,355,68,1
14532,8952,41,3
14533,13896,10,1
14534,5841,32,1
14535,13902,97,4
14536,13899,101,1
14537,9036,109,1
14538,13901,32,1
14539,14530,32,2
14540,5347,104,2
14541,12601,108,1
14542,13172,109,1
14543,13906,32,1
14544,13174,116,1
14545,12605,101,1
14546,13177,33,2
14547,8967,111,1
14548,8950,77,1
14549,13181,46,4
14550,11236,108,1
14551,8506,101,1
14552,13916,97,1
14553,8509,56,2
14554,8511,105,2
14555,13920,98,2
14556,3743,57,1
14557,7859,111,3
14558,2152,105,1
14559,8982,99,2
14560,11247,48,2
14561,7864,110,2
14562,13926,101,1
14563,11251,116,3
14564,8988,10,2
14565,11253,65,2
14566,13930,111,3
14567,12626,115,2
14568,4320,91,2
14569,13201,46,1
14570,8995,101,1
14571,13935,99,2
14572,13205,100,1
14573,8998,49,2
14574,13207,65,1
14575,8534,121,1
14576,13209,101,3
14577,13188,10,3
14578,13211,32,1
14579,7026,97,1
14580,12643,66,2
14581,7889,82,2
14582,11273,10,2
14583,13945,32,2
14584,13218,121,1
14585,13948,13,2
14586,11278,72,2
14587,3849,111,3
14588,13222,65,2
14589,9018,80,1
14590,5315,110,3
14591,2431,32,1
14592,12657,114,1
14593,13956,83,1
14594,13228,10,2
14595,5931,101,1
14596,12661,81,1
14597,5934,105,2
14598,13232,52,1
14599,11150,32,3
14600,7289,72,1
14601,5365,107,5
14602,3711,71,1
14603,4339,45,1
14604,48,84,1
14605,13942,98,1
14606,4763,13,1
14607,692,67,1
14608,10051,78,1
14609,12137,78,1
14610,1289,65,1
14611,10953,78,1
14612,10335,32,1
14613,783,67,1
14614,12102,39,1
14615,10721,84,2
14616,3998,78,1
14617,81,75,2
14618,9084,80,1
14619,14367,83,1
14620,10208,32,1
14621,11605,69,1
14622,3598,79,1
14623,9364,87,1
14624,10320,84,1
14625,9143,32,1
14626,14161,73,1
14627,9541,32,1
14628,12423,84,2
14629,9640,79,2
14630,7962,46,1
14631,10277,76,1
14632,14125,78,3
14633,3864,67,1
14634,9285,80,2
14635,9813,85,3
14636,9453,69,1
14637,9181,70,1
14638,14376,76,2
14639,6714,68,1
14640,10938,84,1
14641,10923,79,1
14642,10197,80,1
14643,12689,32,1
14644,13999,67,1
14645,7175,85,1
14646,11593,67,1
14647,12102,66,3
14648,9185,69,2
14649,9328,68,2
14650,9972,69,1
14651,10173,65,1
14652,10292,80,1
14653,9175,82,1
14654,10552,79,1
14655,1402,73,4
14656,11988,32,1
14657,9794,69,1
14658,9136,68,1
14659,11636,80,2
14660,10406,69,1
14661,11611,73,1
14662,14421,65,2
14663,12298,65,1
14664,766,39,1
14665,10721,71,1
14666,9173,83,2
14667,10178,65,1
14668,3939,75,2
14669,78,46,1
14670,2301,78,1
14671,9188,32,1
14672,601,69,1
14673,72,87,2
14674,753,77,1
14675,12071,85,2
14676,9105,69,1
14677,9181,84,1
14678,1424,82,3
14679,10171,32,1
14680,9444,32,2
14681,12300,76,1
14682,6185,83,2
14683,14490,32,1
14684,9871,13,1
14685,260,72,1
14686,10303,84,1
14687,9218,83,1
14688,9180,69,1
14689,10878,66,1
14690,9327,76,1
14691,13980,69,1
14692,72,33,1
14693,9678,13,2
14694,10828,76,1
14695,14632,32,2
14696,9942,80,2
14697,14635,76,2
14698,14103,44,1
14699,833,70,1
14700,14638,69,1
14701,11611,87,1
14702,14175,79,1
14703,10190,71,1
14704,1601,76,2
14705,14695,65,1
14706,9206,32,3
14707,12423,85,1
14708,10544,84,1
14709,9298,84,2
14710,14368,83,1
14711,14089,69,1
14712,1449,77,1
14713,8254,82,1
14714,10487,69,1
14715,1602,46,1
14716,10726,69,1
14717,777,71,1
14718,14704,65,1
14719,10573,78,1
14720,10194,83,1
14721,10362,77,1
14722,9440,84,1
14723,9362,69,1
14724,11611,70,1
14725,10818,84,1
14726,9408,67,4
14727,14634,83,1
14728,9289,76,4
14729,14103,32,1
14730,9836,66,1
14731,8450,39,1
14732,10721,65,1
14733,14706,80,1
14734,14367,32,1
14735,9872,84,2
14736,10495,69,1
14737,9261,32,1
14738,10504,32,1
14739,14035,13,1
14740,3595,78,1
14741,14617,32,1
14742,7081,84,1
14743,9789,79,1
14744,14131,77,1
14745,559,13,1
14746,734,76,1
14747,10024,86,1
14748,9437,83,1
14749,9814,77,1
14750,14255,76,1
14751,11126,32,1
14752,10504,68,1
14753,8644,85,1
14754,11593,65,1
14755,9189,67,1
14756,8257,85,1
14757,10254,75,1
14758,10745,79,1
14759,9364,67,1
14760,14647,73,2
14761,14260,65,1
14762,14706,84,1
14763,14409,32,1
14764,10230,84,2
14765,1603,78,1
14766,10014,84,1
14767,14726,65,3
14768,8058,83,1
14769,14728,69,3
14770,11316,10,1
14771,13,46,1
14772,677,67,1
14773,12102,82,1
14774,9438,84,1
14775,14767,80,2
14776,14697,69,1
14777,9181,73,1
14778,9127,65,1
14779,3818,76,1
14780,12436,84,1
14781,11075,32,1
14782,378,65,1
14783,12116,32,1
14784,7081,75,1
14785,7084,69,2
14786,14110,32,1
14787,9350,32,1
14788,10426,89,1
14789,11175,13,1
14790,14479,84,1
14791,1422,82,1
14792,857,69,1
14793,10708,82,1
14794,1450,70,1
14795,10533,32,1
14796,14696,83,1
14797,14769,83,2
14798,10208,82,1
14799,9324,68,1
14800,14659,80,1
14801,10407,32,1
14802,14735,79,1
14803,10992,32,1
14804,9942,82,1
14805,3330,83,1
14806,2469,71,1
14807,14666,32,1
14808,698,65,1
14809,14668,46,1
14810,4692,69,1
14811,14227,65,1
14812,3925,77,1
14813,14675,84,1
14814,6091,83,2
14815,14220,10,1
14816,13,45,1
14817,1432,72,1
14818,14133,32,1
14819,14680,72,1
14820,10069,82,1
14821,9131,65,1
14822,12077,46,1
14823,14106,84,1
14824,14775,83,1
14825,14797,32,1
14826,9549,83,1
14827,9838,84,1
14828,6091,71,1
14829,3834,65,1
14830,9117,32,2
14831,10376,72,1
14832,10758,79,1
14833,10699,83,1
14834,790,85,2
14835,10215,84,1
14836,9987,78,1
14837,9882,10,1
14838,6383,72,1
14839,9496,67,1
14840,14760,68,1
14841,10058,73,1
14842,14421,69,1
14843,72,88,1
14844,91,80,1
14845,12301,83,1
14846,9392,86,1
14847,14447,65,1
14848,14187,78,1
14849,9368,65,1
14850,10875,79,1
14851,9421,71,1
14852,11618,73,2
14853,14402,83,1
14854,10287,69,1
14855,14204,79,1
14856,14655,85,1
14857,9244,46,1
14858,1681,72,1
14859,14057,85,1
14860,9852,73,1
14861,9681,83,1
14862,12421,73,1
14863,11988,13,1
14864,2512,71,1
14865,14852,84,1
14866,14814,32,1
14867,14162,65,1
14868,766,66,1
14869,14648,32,1
14870,611,65,1
14871,9203,84,1
14872,14678,69,2
14873,10145,32,1
14874,568,58,1
14875,9376,13,1
14876,10542,32,1
14877,2529,32,1
14878,749,79,1
14879,755,32,1
14880,669,32,1
14881,9634,32,1
14882,10134,32,1
14883,9727,13,1
14884,14468,13,2
14885,12566,101,1
14886,14510,121,1
14887,11193,32,2
14888,13138,110,1
14889,6937,101,2
14890,5813,32,2
14891,6940,32,1
14892,13878,101,1
14893,7807,121,2
14894,13880,32,2
14895,11201,40,1
14896,13882,109,1
14897,8469,116,1
14898,5823,97,1
14899,11206,104,1
14900,14524,10,2
14901,13151,72,1
14902,14526,114,1
14903,13153,40,1
14904,12587,114,1
14905,13155,100,2
14906,11212,46,1
14907,12590,68,1
14908,14532,32,2
14909,5840,51,2
14910,13163,32,1
14911,8490,32,1
14912,13165,116,1
14913,11222,98,2
14914,13167,46,1
14915,12595,105,2
14916,11226,66,1
14917,8494,71,1
14918,6124,110,1
14919,5855,118,2
14920,12606,10,3
14921,13910,32,1
14922,13902,77,1
14923,14549,32,3
14924,12612,99,2
14925,13915,111,1
14926,5253,97,2
14927,14553,46,1
14928,12617,101,1
14929,14577,57,1
14930,14557,32,2
14931,7594,99,1
14932,11246,107,1
14933,5878,49,3
14934,13193,118,1
14935,8519,101,1
14936,14563,105,2
14937,13928,13,1
14938,8989,65,1
14939,14566,114,2
14940,13927,101,2
14941,13932,10,2
14942,7874,72,1
14943,14601,101,4
14944,14571,107,1
14945,13238,119,2
14946,13937,46,1
14947,12638,121,1
14948,14576,32,2
14949,13940,46,1
14950,13212,32,2
14951,11270,107,1
14952,8541,98,1
14953,4344,71,1
14954,13944,49,1
14955,5302,72,3
14956,8968,68,2
14957,13219,116,4
14958,8548,46,1
14959,13950,97,1
14960,4361,32,1
14961,13223,80,3
14962,14590,97,2
14963,4368,109,1
14964,7904,10,1
14965,10837,89,1
14966,9385,78,1
14967,12660,108,1
14968,13230,81,1
14969,14597,116,1
14970,7058,91,1
14971,94,70,1
14972,73,126,1
14973,129,22,1
14974,25,123,1
14975,126,49,1
14976,11066,10,2
14977,10648,73,1
14978,7728,101,1
14979,11467,101,1
14980,737,105,1
14981,3548,100,1
14982,8212,115,1
14983,5136,105,1
14984,12471,116,1
14985,8867,116,1
14986,4132,108,2
14987,2549,110,1
14988,3159,101,1
14989,7282,117,1
14990,312,121,1
14991,991,108,1
14992,11736,97,1
14993,4444,102,1
14994,5498,10,1
14995,8026,105,1
14996,5591,110,1
14997,1722,101,1
14998,6858,105,1
14999,932,105,1
15000,12523,32,1
15001,887,121,1
15002,13948,32,1
15003,3074,116,1
15004,14986,101,1
15005,13593,10,1
15006,9629,68,1
15007,14957,101,3
15008,7416,32,1
15009,3567,104,1
15010,7759,32,4
15011,1736,114,2
15012,3969,97,1
15013,1580,106,1
15014,5007,110,1
15015,8804,111,2
15016,700,108,1
15017,286,99,2
15018,2140,105,2
15019,6378,100,1
15020,1976,115,1
15021,12843,108,1
15022,786,122,1
15023,6568,103,1
15024,3474,97,1
15025,1675,110,1
15026,8871,111,1
15027,4454,97,1
15028,12231,116,1
15029,2620,117,1
15030,8672,115,1
15031,2130,101,1
15032,1255,111,2
15033,11864,101,2
15034,4854,70,1
15035,5831,116,1
15036,8239,97,1
15037,1103,111,1
15038,948,115,1
15039,1172,118,1
15040,595,110,2
15041,6363,105,1
15042,5120,44,1
15043,1100,13,1
15044,11768,108,1
15045,4828,98,1
15046,1212,114,1
15047,5069,105,1
15048,5382,116,1
15049,2436,110,1
15050,15015,103,1
15051,702,121,5
15052,287,101,3
15053,289,105,4
15054,352,119,2
15055,7366,112,1
15056,985,105,1
15057,352,78,1
15058,9201,46,1
15059,8117,110,1
15060,11703,98,1
15061,1213,115,1
15062,646,97,1
15063,8660,101,1
15064,7282,101,1
15065,4186,103,1
15066,7117,44,1
15067,1927,32,2
15068,13570,32,1
15069,7099,105,1
15070,13501,104,1
15071,8654,99,1
15072,6232,117,1
15073,4664,121,1
15074,999,110,2
15075,485,98,1
15076,1959,115,1
15077,12209,111,2
15078,15033,32,1
15079,6213,101,1
15080,5573,97,1
15081,8318,97,1
15082,13685,116,3
